_id,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,dataset
5fdc7bda782aee73d65a96c7,"GAME MEAT,DEER,TOP RND,LN,1"" STEAK,CKD,BRLD",152,31,1,1,0,0,0,4,4,30,272,377,45,3,0,0,11,0,0,0,8,0,10,2,0,0,0,usda
5fdc7bda782aee73d65a96cd,"LAMB,NZ,IMP,INTERMUSCULAR FAT,CKD",596,8,26,62,0,0,0,6,1,12,118,198,52,1,0,0,2,0,0,0,1,0,0,0,34,0,0,usda
5fdc7bda782aee73d65a96ce,"LAMB,NZ,IMP,INTERMUSCULAR FAT,RAW",640,4,30,68,1,0,0,5,0,6,61,119,34,0,0,0,2,0,0,0,1,0,0,0,46,0,0,usda
5fdc7bda782aee73d65a96cf,"LAMB,NZ,IMP,SUBCUTANEOUS FAT,RAW",703,3,32,76,0,0,0,3,0,5,45,93,28,0,0,0,1,0,0,0,1,0,0,0,44,1,0,usda
5fdc7bda782aee73d65a96d1,"LAMB,NZ,IMP,BRAINS,RAW",118,11,1,8,0,0,0,4,1,14,327,307,117,1,0,0,13,0,0,0,3,0,0,9,3,0,0,usda
5fdc7bda782aee73d65a96d2,"LAMB,NZ,IMP,BREAST,LN,CKD,BRSD",270,28,6,17,0,0,0,25,1,20,152,183,86,4,0,0,6,0,0,0,3,0,0,1,5,0,0,usda
5fdc7bda782aee73d65a96d3,"LAMB,NZ,IMP,BREAST,LN,RAW",149,18,2,7,1,0,0,13,1,21,180,293,107,2,0,0,4,0,0,0,4,0,0,1,9,0,0,usda
5fdc7bda782aee73d65a96d4,"LAMB,NZ,IMP,CHUMP,BNLESS,LN,CKD,FAST RSTD",142,23,1,5,0,0,0,4,1,25,205,339,61,3,0,0,6,0,0,0,3,0,0,2,5,0,0,usda
5fdc7bda782aee73d65a96d5,"LAMB,NZ,IMP,SUBCUTANEOUS FAT,CKD",674,5,31,72,0,0,0,6,0,9,84,164,43,1,0,0,2,0,0,0,1,0,0,0,60,1,0,usda
5fdc7bda782aee73d65a96d6,"LAMB,NZ,IMP,CHUMP,BNLESS,LN,RAW",121,21,1,3,0,0,0,4,1,24,201,346,62,2,0,0,4,0,0,0,5,0,0,2,5,0,0,usda
5fdc7bda782aee73d65a96d8,"LAMB,NZ,IMP,FLAP,BNLESS,LN,CKD,BRSD",234,27,5,13,0,0,0,9,1,18,137,186,54,4,0,0,7,0,0,0,3,0,0,1,10,0,0,usda
5fdc7bda782aee73d65a96d9,"LAMB,NZ,IMP,FLAP,BNLESS,LN,RAW",180,21,3,10,0,0,0,7,0,19,164,303,87,3,0,0,3,0,0,0,4,0,0,2,9,0,0,usda
5fdc7bda782aee73d65a96dc,"LAMB,NZ,IMP,LIVER,RAW",136,20,1,4,2,0,0,4,4,18,381,285,59,3,11,0,11,0,1,4,13,0,0,59,15434,0,0,usda
5fdc7bda782aee73d65a96dd,"LAMB,NZ,IMP,GROUND LAMB,CKD,BRSD",192,22,4,11,0,0,0,4,1,15,122,162,34,3,0,0,6,0,0,0,3,0,0,0,8,0,0,usda
5fdc7bda782aee73d65a96df,"LAMB,NZ,IMP,HEART,CKD,SOAKED & SIMMRD",161,26,2,6,0,0,0,5,4,22,237,187,67,2,0,0,20,0,0,0,4,0,0,9,4,0,0,usda
5fdc7bda782aee73d65a96e0,"LAMB,NZ,IMP,HEART,RAW",105,18,0,3,0,0,0,5,3,20,204,277,94,1,0,0,10,0,0,0,5,0,0,8,5,0,0,usda
5fdc7bda782aee73d65a96e1,"LAMB,NZ,IMP,SWEETBREAD,CKD,SOAKED & SIMMRD",144,21,2,6,0,0,0,6,1,25,550,354,52,1,0,0,14,0,0,0,1,0,0,2,8,1,0,usda
5fdc7bda782aee73d65a96e2,"LAMB,NZ,IMP,SWEETBREAD,RAW",72,11,1,3,0,0,0,2,0,14,310,302,39,0,0,0,8,0,0,0,1,0,0,1,5,0,0,usda
5fdc7bda782aee73d65a96e5,"LAMB,NZ,IMP,TONGUE - SWISS CUT,CKD,SOAKED & SIMMRD",272,17,7,22,0,0,0,6,1,15,143,132,52,2,0,0,9,0,0,0,2,0,0,5,1,0,0,usda
5fdc7bda782aee73d65a96e6,"LAMB,NZ,IMP,TONGUE - SWISS CUT,RAW",225,14,5,18,0,0,0,6,1,15,142,207,77,1,0,0,5,0,0,0,3,0,0,6,5,0,0,usda
5fdc7bda782aee73d65a96e7,"LAMB,NZ,IMP,TUNNEL-BNED LG,CHMP OFF,SHNK OFF,LN,CKD,SLW RSTD",159,25,2,6,0,0,0,4,1,26,213,369,62,3,0,0,4,0,0,0,5,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a96e9,"LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN,CKD,BRSD",255,31,5,14,0,0,0,40,1,22,175,213,59,6,0,0,11,0,0,0,2,0,0,2,8,0,0,usda
5fdc7bda782aee73d65a96ea,"LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN,RAW",164,20,2,9,0,0,0,27,1,21,189,321,82,3,0,0,7,0,0,0,3,0,0,2,6,0,0,usda
5fdc7bda782aee73d65a96ec,"LAMB,NZ,IMP,TENDERLOIN,LN,RAW",116,20,1,3,0,0,0,4,1,26,222,381,49,2,0,0,5,0,0,0,7,0,0,1,1,0,0,usda
5fdc7bda782aee73d65a96ed,"LAMB,NZ,IMP,LOIN SADDLE,LN,CKD,FAST RSTD",162,25,2,6,0,0,0,8,1,24,205,345,76,3,0,0,4,0,0,0,6,0,0,1,5,0,0,usda
5fdc7bda782aee73d65a96ee,"LAMB,NZ,IMP,LOIN SADDLE,LN,RAW",131,20,1,5,0,0,0,7,1,24,193,356,75,2,0,0,4,0,0,0,5,0,0,1,4,0,0,usda
5fdc7bda782aee73d65a96ef,"LAMB,NZ,IMP,LOIN,BNLESS,LN,CKD,FAST RSTD",156,28,1,4,0,0,0,6,2,28,234,355,57,2,0,0,5,0,0,0,7,0,0,1,1,0,0,usda
5fdc7bda782aee73d65a96f0,"LAMB,NZ,IMP,LOIN,BNLESS,LN,RAW",120,21,1,3,0,0,0,4,1,26,217,368,60,2,0,0,2,0,0,0,6,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a96f3,"LAMB,NZ,IMP,NECK CHOPS,LN,RAW",151,19,3,7,0,0,0,23,1,20,175,323,81,3,0,0,4,0,0,0,4,0,0,2,5,0,0,usda
5fdc7bda782aee73d65a96f4,"LAMB,NZ,IMP,NECK CHOPS,LN,CKD,BRSD",264,31,6,15,0,0,0,58,2,22,194,289,97,5,0,0,7,0,0,0,4,0,0,2,8,0,0,usda
5fdc7bda782aee73d65a96f5,"LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN,CKD,SLOW RSTD",199,25,3,10,0,0,0,7,1,23,197,337,65,5,0,0,4,0,0,0,4,0,0,2,6,0,0,usda
5fdc7bda782aee73d65a96f6,"LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN,RAW",143,20,2,6,0,0,0,5,1,21,175,325,65,3,0,0,3,0,0,0,5,0,0,2,5,0,0,usda
5fdc7bda782aee73d65a96f7,"LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN,CKD,FAST RSTD",173,24,3,8,0,0,0,11,1,24,200,330,67,2,0,0,4,0,0,0,6,0,0,1,3,0,0,usda
5fdc7bda782aee73d65a96f8,"LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN,RAW",147,20,3,7,0,0,0,8,1,23,192,334,63,2,0,0,2,0,0,0,5,0,0,1,5,0,0,usda
5fdc7bda782aee73d65a96fa,"LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN,CKD,SLOW RSTD",192,25,3,10,0,0,0,14,1,22,197,334,80,4,0,0,6,0,0,0,4,0,0,2,1,0,0,usda
5fdc7bda782aee73d65a96fc,"LAMB,NZ,IMP,FLAP,BNLESS,LN & FAT,CKD,BRSD",376,20,13,32,0,0,0,8,1,15,122,182,51,3,0,0,5,0,0,0,2,0,0,1,24,0,0,usda
5fdc7bda782aee73d65a96fd,"LAMB,NZ,IMP,FLAP,BNLESS,LN & FAT,RAW",337,16,12,30,0,0,0,6,0,15,129,240,69,2,0,0,3,0,0,0,3,0,0,1,20,0,0,usda
5fdc7bda782aee73d65a9702,"LAMB,NZ,IMP,LOIN SADDLE,LN & FAT,CKD,FAST RSTD",274,21,8,20,0,0,0,7,1,21,179,306,69,2,0,0,3,0,0,0,5,0,0,1,16,0,0,usda
5fdc7bda782aee73d65a9703,"LAMB,NZ,IMP,LOIN SADDLE,LN & FAT,RAW",273,16,9,22,0,0,0,6,1,19,156,290,63,2,0,0,3,0,0,0,4,0,0,0,15,0,0,usda
5fdc7bda782aee73d65a9704,"LAMB,NZ,IMP,LOIN,BNLESS,LN & FAT,CKD,FAST RSTD",157,28,1,4,0,0,0,6,2,28,234,355,57,2,0,0,5,0,0,0,7,0,0,1,1,0,0,usda
5fdc7bda782aee73d65a9705,"LAMB,NZ,IMP,LOIN,BNLESS,LN & FAT,RAW",122,21,1,3,0,0,0,4,1,26,217,368,60,2,0,0,2,0,0,0,6,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a9706,"LAMB,NZ,IMP,NECK CHOPS,LN & FAT,CKD,BRSD",307,28,8,21,0,0,0,52,2,21,183,276,91,5,0,0,7,0,0,0,3,0,0,1,13,0,0,usda
5fdc7bda782aee73d65a9707,"LAMB,NZ,IMP,NECK CHOPS,LN & FAT,RAW",231,17,7,17,0,0,0,20,1,18,156,290,73,3,0,0,4,0,0,0,3,0,0,2,11,0,0,usda
5fdc7bda782aee73d65a9708,"LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,L & F,CKD,SLOW RSTD",287,21,8,22,0,0,0,7,1,21,178,305,61,4,0,0,4,0,0,0,3,0,0,1,14,0,0,usda
5fdc7bda782aee73d65a9709,"LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN & FAT,RAW",252,16,8,20,0,0,0,5,1,18,150,280,58,3,0,0,3,0,0,0,4,0,0,1,13,0,0,usda
5fdc7bda782aee73d65a970a,"LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN & FAT,CKD,BRSD",322,26,9,23,0,0,0,34,1,20,162,207,57,5,0,0,10,0,0,0,2,0,0,2,15,0,0,usda
5fdc7bda782aee73d65a970b,"LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN & FAT,RAW",275,17,9,22,0,0,0,22,1,18,160,274,71,2,0,0,6,0,0,0,3,0,0,2,15,0,0,usda
5fdc7bda782aee73d65a970c,"LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN & FAT,CKD,SLOW RSTD",294,20,9,23,0,0,0,12,1,20,176,299,72,3,0,0,5,0,0,0,3,0,0,2,11,0,0,usda
5fdc7bda782aee73d65a970e,"LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,CKD,FAST RSTD",195,23,4,11,0,0,0,11,1,23,195,323,67,2,0,0,4,0,0,0,6,0,0,1,5,0,0,usda
5fdc7bda782aee73d65a970f,"LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,RAW",169,19,4,9,0,0,0,8,1,22,186,324,62,2,0,0,2,0,0,0,5,0,0,1,7,0,0,usda
5fdc7bda782aee73d65a9710,"LAMB,NZ,IMP,TUN-BND LG,CHMP OFF,SHNK OFF,L & F,CKD,SL RSTD",208,23,4,12,0,0,0,4,1,24,201,349,61,3,0,0,4,0,0,0,5,0,0,1,7,0,0,usda
5fdc7bda782aee73d65a9712,"LAMB,NZ,IMP,TENDERLOIN,LN & FAT,RAW",120,20,2,4,0,0,0,4,1,26,221,379,49,2,0,0,5,0,0,0,7,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a9714,"VEAL,LEG,TOP RND,CAP OFF,CUTLET,BNLESS,CKD,GRILLED",151,31,1,2,0,0,0,6,1,38,277,323,88,3,0,0,21,0,0,0,10,0,8,2,0,0,0,usda
5fdc7bda782aee73d65a9715,"VEAL,LEG,TOP RND,CAP OFF,CUTLET,BNLESS,RAW",107,22,0,2,0,0,0,4,0,30,212,273,86,1,0,0,16,0,0,0,9,0,4,2,0,0,0,usda
5fdc7bda782aee73d65a9716,"VEAL,LOIN,CHOP,LN,CKD,GRILLED",159,29,1,4,0,0,0,13,0,33,214,239,85,1,0,0,26,0,0,0,7,0,7,2,0,0,0,usda
5fdc7bda782aee73d65a9718,"VEAL,FORESHANK,OSSO BUCO,LN,CKD,BRSD",157,29,1,4,0,0,0,21,2,34,218,205,90,5,0,0,20,0,0,0,3,0,5,1,0,0,0,usda
5fdc7bda782aee73d65a9719,"VEAL,SHLDR,BLADE CHOP,LN,CKD,GRILLED",159,27,2,5,0,0,0,21,1,34,253,245,113,5,0,0,18,0,0,0,5,0,7,3,0,0,1,usda
5fdc7bda782aee73d65a971a,"VEAL,EXTERNAL FAT ONLY,RAW",503,8,19,51,0,0,0,31,0,19,133,107,89,0,0,0,5,0,0,0,2,0,0,1,0,0,5,usda
5fdc7bda782aee73d65a971b,"VEAL,EXTERNAL FAT ONLY,CKD",540,15,17,53,0,0,0,58,1,26,168,152,103,1,0,0,9,0,0,0,4,0,0,1,0,0,3,usda
5fdc7bda782aee73d65a971c,"VEAL,SEAM FAT ONLY,RAW",444,12,14,43,0,0,0,30,0,23,150,179,89,1,0,0,8,0,0,0,3,0,0,1,0,0,3,usda
5fdc7bda782aee73d65a971d,"VEAL,SEAM FAT ONLY,CKD",505,11,16,50,2,0,0,43,1,24,152,155,87,2,0,0,9,0,0,0,2,0,0,1,0,0,4,usda
5fdc7bda782aee73d65a971f,"VEAL,FORESHANK,OSSO BUCO,LN & FAT,CKD,BRSD",182,27,2,7,0,0,0,22,2,34,214,201,90,5,0,0,19,0,0,0,3,0,4,1,0,0,1,usda
5fdc7bda782aee73d65a9720,"VEAL,LOIN,CHOP,LN & FAT,CKD,GRILLED",198,28,3,9,0,0,0,17,0,32,208,229,86,1,0,0,24,0,0,0,7,0,6,2,0,0,1,usda
5fdc7bda782aee73d65a9721,"VEAL,SHLDR,BLADE CHOP,LN & FAT,CKD,GRILLED",199,25,3,10,0,0,0,24,1,33,242,235,111,4,0,0,17,0,0,0,4,0,6,3,0,0,1,usda
5fdc7bda782aee73d65a9722,"LAMB,AUS,IMP,FRSH,LEG,BTTM,BNLESS,LN,1/8"" FAT,CKD,RSTD",190,28,3,8,0,0,0,2,2,23,196,287,70,3,0,0,6,0,0,0,6,0,0,2,2,0,0,usda
5fdc7bda782aee73d65a9723,"LAMB,AUS,FRSH,LEG,HINDSHANK,HEEL ON,BONE-IN,LN,1/8"",BRSD",174,30,2,5,0,0,0,5,2,19,151,192,86,4,0,0,15,0,0,0,5,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a9724,"LAMB,AUS,FRSH,LEG,HINDSHANK,HEEL ON,BONE-IN,LN,1/8"" FAT,RAW",122,22,1,3,0,0,0,4,1,21,163,227,93,3,0,0,12,0,0,0,5,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a9725,"LAMB,AUS,IMP,FRSH,TENDERLOIN,BNLESS,LN,1/8"" FAT,CKD,RSTD",184,30,2,6,0,0,0,2,2,24,170,231,61,2,0,0,9,0,0,0,9,0,0,2,2,0,0,usda
5fdc7bda782aee73d65a9726,"LAMB,AUSTRALIAN,IMP,FRSH,TENDERLOIN,BNLESS,LN,1/8"" FAT,RAW",136,23,1,4,0,0,0,2,2,26,210,311,73,2,0,0,8,0,0,0,8,0,0,2,2,0,0,usda
5fdc7bda782aee73d65a9727,"LAMB,AUSTRALIAN,IMP,FRSH,LEG,BTTM,BNLESS,LN,1/8"" FAT,RAW",136,22,2,5,0,0,0,2,1,24,174,231,83,3,0,0,10,0,0,0,6,0,0,1,3,0,0,usda
5fdc7bda782aee73d65a9728,"LAMB,AUS,FRSH,LEG,TROTTER OFF,BONE-IN,LN,1/8"" FAT,CKD,RSTD",215,32,4,9,0,0,0,4,2,25,215,308,80,4,0,0,8,0,0,0,7,0,0,2,2,0,0,usda
5fdc7bda782aee73d65a9729,"LAMB,AUS,IMP,FRSH,LEG,TROTTER OFF,BONE-IN,LN,1/8"" FAT,RAW",131,23,1,4,0,0,0,3,2,23,167,238,77,2,0,0,7,0,0,0,6,0,0,1,3,0,0,usda
5fdc7bda782aee73d65a972a,"LAMB,AUS,FRSH,RACK,RST,FRNCHED,DNUDED,BONE-IN,LN,0"",CKD,RSTD",175,26,3,7,0,0,0,7,1,22,168,230,72,2,0,0,12,0,0,0,7,0,0,1,3,0,0,usda
5fdc7bda782aee73d65a972b,"LAMB,AUS,FRSH,RACK,RST,FRENCHED,BONE-IN,LN,1/8"" FAT,CKD,RSTD",244,28,6,14,0,0,0,6,2,22,174,237,67,2,0,0,16,0,0,0,6,0,0,1,4,0,0,usda
5fdc7bda782aee73d65a972c,"LAMB,AUSTRALIAN,IMP,FRSH,EXTERNAL FAT,CKD",538,16,26,52,0,0,0,12,1,20,148,207,58,2,0,0,5,0,0,0,4,0,0,0,0,0,0,usda
5fdc7bda782aee73d65a972d,"LAMB,AUSTRALIAN,IMP,FRSH,EXTERNAL FAT,RAW",487,12,23,48,0,0,0,10,1,9,92,149,69,1,0,0,4,0,0,0,3,0,0,0,0,0,0,usda
5fdc7bda782aee73d65a972e,"LAMB,AUSTRALIAN,IMP,FRSH,SEAM FAT,CKD",554,13,28,54,1,0,0,8,1,12,112,164,53,1,0,0,6,0,0,0,3,0,0,0,0,0,0,usda
5fdc7bda782aee73d65a972f,"LAMB,AUSTRALIAN,IMP,FRSH,SEAM FAT,RAW",459,15,21,44,0,0,0,6,0,3,71,126,55,1,0,0,5,0,0,0,3,0,0,0,0,0,0,usda
5fdc7bda782aee73d65a9730,"LAMB,AUS,IMP,FRSH,LEG,BTTM,BNLESS,LN & FAT,1/8"" FAT,CKD,RSTD",219,27,5,12,0,0,0,3,2,23,191,279,69,3,0,0,6,0,0,0,6,0,0,2,2,0,0,usda
5fdc7bda782aee73d65a9731,"LAMB,AUS,IMP,FRSH,LEG,BTTM,BNLESS,LN & FAT,1/8"" FAT,RAW",187,20,5,11,0,0,0,3,1,21,161,218,80,2,0,0,9,0,0,0,6,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a9732,"LAMB,AUS,FRSH,LEG,HINDSHANK,HEEL ON,BNE-IN,LN & FT,1/8"",BRSD",204,29,4,9,0,0,0,6,2,19,150,192,84,4,0,0,14,0,0,0,5,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a9733,"LAMB,AUS,FRSH,LEG,HINDSHANK,HEEL ON,BNE-IN,LN & FAT,1/8"",RAW",196,20,5,12,0,0,0,5,1,18,147,210,87,3,0,0,10,0,0,0,5,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a9734,"LAMB,AUS,FRSH,LEG,TROTTER OFF,BONE-IN,LN & FAT,1/8"" FAT,RSTD",226,30,5,11,0,0,0,4,2,24,203,291,77,3,0,0,8,0,0,0,6,0,0,2,2,0,0,usda
5fdc7bda782aee73d65a9735,"LAMB,AUS,FRSH,LEG,TROTTER OFF,BONE-IN,LN & FAT,1/8"" FAT,RAW",175,21,4,9,0,0,0,3,2,21,156,225,75,2,0,0,6,0,0,0,6,0,0,1,2,0,0,usda
5fdc7bda782aee73d65a9736,"LAMB,AUS,IMP,FRSH,TENDERLOIN,BNLESS,LN & FAT,1/8"" FAT,RSTD",187,30,2,7,0,0,0,2,2,24,170,231,61,2,0,0,9,0,0,0,9,0,0,2,2,0,0,usda
5fdc7bda782aee73d65a9737,"LAMB,AUS,IMP,FRSH,TENDERLOIN,BNLESS,LN & FAT,1/8"" FAT,RAW",143,23,2,5,0,0,0,2,2,26,208,308,73,2,0,0,8,0,0,0,8,0,0,2,1,0,0,usda
5fdc7bda782aee73d65a9738,"LAMB,AUS,FRSH,RIB CHOP,FRNCHED,DNUDED,BONE-IN,LN,0"",GRILLED",236,33,5,11,0,0,0,10,2,28,220,294,85,3,0,0,15,0,0,0,9,0,0,1,5,0,0,usda
5fdc7bda782aee73d65a9739,"LAMB,AUS,FRSH,RACK,RST,FRNCHED,DNUDED,BNE-IN,LN & FT,0"",RSTD",193,25,4,9,0,0,0,7,1,22,166,227,71,2,0,0,12,0,0,0,7,0,0,1,3,0,0,usda
5fdc7bda782aee73d65a973a,"LAMB,AUS,FRSH,RACK,RST,FRENCHED,BNE-IN,LN & FT,1/8"",RSTD",291,25,10,20,0,0,0,7,2,21,166,228,65,2,0,0,14,0,0,0,6,0,0,1,4,0,0,usda
5fdc7bda782aee73d65a973b,"LAMB,AUS,IMP,FRSH,RIB CHOP,FRENCHED,DNUDED,BN-IN,L&F,0"",GRLD",276,30,8,16,0,0,0,10,2,26,209,281,82,3,0,0,14,0,0,0,8,0,0,1,4,0,0,usda
5fdc7bda782aee73d65a9741,"BAGELS,OAT BRAN",255,10,0,1,53,3,1,12,3,31,110,115,590,0,0,0,34,0,0,0,2,0,46,0,1,0,0,usda
5fdc7bda782aee73d65a9742,"BISCUITS,PLN OR BTTRMLK,FRZ,BKD",338,6,1,11,53,1,3,49,3,17,430,224,942,0,0,0,18,0,0,0,3,0,12,0,0,1,0,usda
5fdc7bda782aee73d65a9745,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT",270,6,3,7,43,2,7,26,2,15,400,159,828,0,0,0,18,0,0,0,3,0,6,0,0,0,0,usda
5fdc7bda782aee73d65a9746,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT,BKD",319,7,3,9,51,2,8,19,3,17,465,185,962,0,0,0,17,0,0,0,3,0,5,0,0,0,0,usda
5fdc7bda782aee73d65a9747,"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT",307,6,2,10,46,0,7,51,2,17,470,162,977,0,0,0,8,0,0,0,3,0,11,0,2,0,0,usda
5fdc7bda782aee73d65a9748,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD",324,6,5,11,49,2,8,27,2,18,446,152,1002,0,0,0,13,0,0,0,3,0,10,0,0,0,0,usda
5fdc7bda782aee73d65a9749,"BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE",353,7,4,16,44,1,2,235,2,18,164,121,580,0,0,0,19,0,0,0,2,0,12,0,0,0,0,usda
5fdc7bda782aee73d65a974a,"BISCUITS,MXD GRAIN,REFR DOUGH",263,6,1,5,47,0,0,17,2,30,236,456,670,0,0,0,0,0,0,0,3,0,12,0,0,0,0,usda
5fdc7bda782aee73d65a974c,"BREAD,BOSTON BROWN,CANNED",195,5,0,1,43,4,2,70,2,63,112,318,631,0,0,1,21,0,0,0,1,0,7,0,25,0,0,usda
5fdc7bda782aee73d65a9753,"Bread, french",272,10,0,2,51,2,4,52,3,32,105,117,602,1,0,0,28,0,0,0,4,0,56,0,0,0,0,usda
5fdc7bda782aee73d65a9754,"BREAD, FRENCH OR VIENNA, TSTD (IND SOURDOUGH)",319,13,0,2,61,3,3,47,3,31,126,140,720,1,0,0,29,0,0,0,5,0,29,0,0,0,0,usda
5fdc7bda782aee73d65a9756,"BREAD,ITALIAN",271,8,0,3,50,3,3,78,2,27,103,110,550,0,0,0,27,0,0,0,4,0,30,0,0,0,0,usda
5fdc7bda782aee73d65a9758,"BREAD,OAT BRAN",236,10,0,4,39,4,7,65,3,35,141,147,353,0,0,0,30,0,0,0,4,0,25,0,2,0,0,usda
5fdc7bda782aee73d65a9759,"BREAD,OAT BRAN,TOASTED",259,11,0,4,43,4,8,71,3,34,116,123,387,1,0,0,33,0,0,0,4,0,19,0,2,0,0,usda
5fdc7bda782aee73d65a975a,"BREAD,OATMEAL",269,8,0,4,48,4,8,66,2,37,126,142,447,1,0,0,24,0,0,0,3,0,27,0,5,0,0,usda
5fdc7bda782aee73d65a975b,"BREAD,OATMEAL,TOASTED",292,9,0,4,52,4,8,72,2,41,137,154,486,1,0,1,26,0,0,0,3,0,21,0,5,0,0,usda
5fdc7bda782aee73d65a975c,"BREAD,PITA,WHITE,ENRICHED",275,9,0,1,55,2,1,86,2,26,97,120,536,0,0,0,27,0,0,0,4,0,24,0,0,0,0,usda
5fdc7bda782aee73d65a975e,"BREAD,PROT (INCL GLUTEN)",245,12,0,2,43,3,1,124,4,65,185,322,404,1,0,1,32,0,0,0,4,0,35,0,0,0,0,usda
5fdc7bda782aee73d65a975f,"BREAD,PUMPERNICKEL",250,8,0,3,47,6,0,68,2,54,178,208,596,1,0,1,24,0,0,0,3,0,34,0,0,0,0,usda
5fdc7bda782aee73d65a9760,"BREAD,PUMPERNICKEL,TSTD",275,9,0,3,52,7,0,74,3,60,195,228,655,1,0,1,26,0,0,0,3,0,26,0,0,0,0,usda
5fdc7bda782aee73d65a9763,"BREAD,RED-CAL,OAT BRAN",201,8,0,3,41,12,3,57,3,55,139,102,459,1,0,1,20,0,0,0,3,0,34,0,0,0,0,usda
5fdc7bda782aee73d65a9764,"BREAD,RED-CAL,OAT BRAN,TSTD",239,9,0,3,49,14,4,68,3,55,144,122,547,1,0,1,24,0,0,0,4,0,34,0,0,0,0,usda
5fdc7bda782aee73d65a9765,"BREAD,RED-CAL,OATMEAL",210,7,0,3,43,0,0,115,2,24,100,124,388,0,0,0,23,0,0,0,3,0,34,0,0,0,0,usda
5fdc7bda782aee73d65a9766,"BREAD,REDUCED-CALORIE,RYE",203,9,0,2,40,12,2,76,3,22,78,98,513,0,0,0,27,0,0,0,2,0,23,0,0,0,0,usda
5fdc7bda782aee73d65a9768,"BREAD,RED-CAL,WHITE",207,8,0,2,44,9,4,94,3,23,121,76,479,1,0,0,21,0,0,0,3,0,34,0,0,0,0,usda
5fdc7bda782aee73d65a976a,"BREAD,RYE",259,8,0,3,48,5,3,73,2,40,125,166,603,1,0,0,30,0,0,0,3,0,51,0,0,0,0,usda
5fdc7bda782aee73d65a976b,"BREAD,RYE,TOASTED",284,9,0,3,53,6,4,80,3,43,138,183,664,1,0,0,34,0,0,0,3,0,39,0,0,0,0,usda
5fdc7bda782aee73d65a9770,"BREAD,WHITE,COMMLY PREP,TSTD",290,9,0,4,54,2,6,119,3,26,103,131,537,0,0,0,31,0,0,0,3,0,23,0,0,0,0,usda
5fdc7bda782aee73d65a9778,"BREAD STICKS,PLAIN",412,12,1,9,68,3,1,22,4,32,121,124,713,0,0,0,37,0,0,0,5,0,30,0,0,1,0,usda
5fdc7bda782aee73d65a977d,"CAKE,ANGELFOOD,COMMLY PREP",258,5,0,0,57,1,0,140,0,12,324,93,749,0,0,0,7,0,0,0,0,0,3,0,0,0,0,usda
5fdc7bda782aee73d65a9780,"CAKE,BOSTON CRM PIE,COMMLY PREP",252,2,2,8,42,1,36,23,0,6,49,39,254,0,0,0,4,0,0,0,0,0,8,0,24,0,0,usda
5fdc7bda782aee73d65a9786,"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG",356,4,3,10,63,1,57,90,1,12,70,99,284,0,0,0,10,0,0,0,1,0,5,0,12,0,0,usda
5fdc7bda782aee73d65a9788,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR",418,6,5,23,46,2,0,54,1,22,108,123,351,0,0,0,17,0,0,0,1,0,32,0,33,0,0,usda
5fdc7bda782aee73d65a978a,"COFFEECAKE,FRUIT",311,5,2,10,51,2,0,45,2,17,118,90,385,0,0,0,16,0,0,0,2,0,19,0,7,0,0,usda
